OT,Aviso,Fecha_Inicio,Fecha_Fin,Linea,Equipo,Titulo_Falla,Descripcion_Tecnica,Tipo_Mantenimiento,Puesto_Trabajo,Responsable
OT1001453,AV2001453,2025-06-18 13:52:00.000000,2025-06-18 14:38:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000159,AV2000159,2025-06-19 05:44:01.407385,2025-06-20 20:47:01,Línea 1 - Galletas soda,Envasadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001458,AV2001458,2025-06-19 06:07:00.000000,2025-06-19 08:02:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001457,AV2001457,2025-06-19 09:16:00.000000,2025-06-19 10:57:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001459,AV2001459,2025-06-19 20:28:00.000000,2025-06-19 21:08:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001460,AV2001460,2025-06-20 11:09:00.000000,2025-06-20 11:27:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001461,AV2001461,2025-06-20 18:20:00.000000,2025-06-20 19:20:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000360,AV2000360,2025-06-21 00:00:00.000000,2025-06-27 23:56:00,Línea 3,Túnel de frío,Fallo en ventilador del condensador,Motor de ventilador quemado (fase a tierra). Se instaló motor nuevo.,Correctivo,MEC_01,Sistema Automático
OT1000208,AV2000208,2025-06-21 06:57:04.950815,2025-06-22 14:47:04,Línea 5 - Galleta exportada,Robot empaquetador,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1000228,AV2000228,2025-06-21 13:40:24.887177,2025-06-23 03:32:24,Línea 4 - Alfajores,Envasadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001464,AV2001464,2025-06-21 15:28:00.000000,2025-06-21 16:23:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001462,AV2001462,2025-06-21 20:24:00.000000,2025-06-21 22:14:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001463,AV2001463,2025-06-21 20:36:00.000000,2025-06-21 21:06:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001468,AV2001468,2025-06-22 03:43:00.000000,2025-06-22 05:22:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001465,AV2001465,2025-06-22 08:56:00.000000,2025-06-22 10:55:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001467,AV2001467,2025-06-22 16:20:00.000000,2025-06-22 17:05:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001466,AV2001466,2025-06-22 21:10:00.000000,2025-06-22 22:13:00,Línea 4 - Alfajores,Envasadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000002,AV2000002,2025-06-23 03:33:58.359721,2025-06-24 18:27:58,Línea 5 - Galleta exportada,Robot empaquetador,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001470,AV2001470,2025-06-23 07:05:00.000000,2025-06-23 08:08:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001469,AV2001469,2025-06-23 19:57:00.000000,2025-06-23 21:01:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001471,AV2001471,2025-06-23 22:25:00.000000,2025-06-23 23:14:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001472,AV2001472,2025-06-23 23:16:00.000000,2025-06-23 23:40:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001473,AV2001473,2025-06-24 03:42:00.000000,2025-06-24 04:12:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001474,AV2001474,2025-06-25 20:12:00.000000,2025-06-25 21:08:00,Línea 4 - Alfajores,Envasadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000027,AV2000027,2025-06-25 22:43:24.540218,2025-06-27 04:55:24,Línea 3,Túnel de frío,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1000269,AV2000269,2025-06-26 07:21:13.951676,2025-06-26 18:42:13,Línea 5 - Galleta exportada,Envasado,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001476,AV2001476,2025-06-26 09:23:00.000000,2025-06-26 10:24:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001475,AV2001475,2025-06-26 17:30:00.000000,2025-06-26 18:36:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000035,AV2000035,2025-06-27 04:28:34.712501,2025-06-27 14:24:34,Línea 3,Bañadora,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001477,AV2001477,2025-06-27 16:34:00.000000,2025-06-27 17:09:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001480,AV2001480,2025-06-28 00:06:00.000000,2025-06-28 00:56:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001478,AV2001478,2025-06-28 02:48:00.000000,2025-06-28 03:32:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001481,AV2001481,2025-06-28 02:55:00.000000,2025-06-28 04:07:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001479,AV2001479,2025-06-28 20:44:00.000000,2025-06-28 21:18:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000222,AV2000222,2025-06-29 06:19:24.181278,2025-06-30 17:24:24,Línea 4 - Alfajores,Túnel de frío,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001483,AV2001483,2025-06-29 18:19:00.000000,2025-06-29 19:43:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001482,AV2001482,2025-06-29 20:43:00.000000,2025-06-29 21:30:00,Línea 4 - Alfajores,Túnel de frío,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001484,AV2001484,2025-06-30 04:23:00.000000,2025-06-30 04:34:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001485,AV2001485,2025-06-30 22:02:00.000000,2025-06-30 22:18:00,Línea 4 - Alfajores,Buffer,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000094,AV2000094,2025-07-01 19:02:55.272956,2025-07-02 10:56:55,Línea 5 - Galleta exportada,Túnel de frío,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1000247,AV2000247,2025-07-01 21:33:57.469997,2025-07-02 12:30:57,Línea 3,Túnel de frío,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001486,AV2001486,2025-07-01 22:39:00.000000,2025-07-02 00:19:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001488,AV2001488,2025-07-02 03:53:00.000000,2025-07-02 04:19:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001489,AV2001489,2025-07-02 11:39:00.000000,2025-07-02 12:31:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001490,AV2001490,2025-07-02 13:41:00.000000,2025-07-02 14:49:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001487,AV2001487,2025-07-02 14:53:00.000000,2025-07-02 16:50:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001491,AV2001491,2025-07-03 10:50:00.000000,2025-07-03 11:50:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001492,AV2001492,2025-07-04 00:02:00.000000,2025-07-04 01:05:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001495,AV2001495,2025-07-04 07:30:00.000000,2025-07-04 08:03:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001494,AV2001494,2025-07-04 20:15:00.000000,2025-07-04 20:49:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001493,AV2001493,2025-07-04 22:56:00.000000,2025-07-05 00:16:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001499,AV2001499,2025-07-05 04:49:00.000000,2025-07-05 05:50:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001497,AV2001497,2025-07-05 05:03:00.000000,2025-07-05 06:22:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000291,AV2000291,2025-07-05 05:12:28.881952,2025-07-06 20:31:28,Línea 1 - Galletas soda,Mezclador 1 - 2,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1001496,AV2001496,2025-07-05 14:43:00.000000,2025-07-05 15:25:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001498,AV2001498,2025-07-05 15:48:00.000000,2025-07-05 16:46:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000313,AV2000313,2025-07-06 00:06:19.846134,2025-07-11 01:06:19,Línea 1 - Galletas soda,Horno,Caída de temperatura,Termocupla defectuosa enviando valores erráticos. Reemplazo y calibración en PID.,Correctivo,MEC_01,Sistema Automático
OT1000062,AV2000062,2025-07-06 02:41:30.688415,2025-07-06 11:43:30,Línea 3,Envasadora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1000118,AV2000118,2025-07-06 10:54:05.470707,2025-07-07 11:36:05,Línea 4 - Alfajores,Buffer,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001500,AV2001500,2025-07-06 19:36:00.000000,2025-07-06 20:07:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001501,AV2001501,2025-07-06 21:19:00.000000,2025-07-06 21:54:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001503,AV2001503,2025-07-07 02:53:00.000000,2025-07-07 03:30:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001502,AV2001502,2025-07-07 06:34:00.000000,2025-07-07 08:08:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001505,AV2001505,2025-07-07 10:31:00.000000,2025-07-07 11:29:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001504,AV2001504,2025-07-07 23:40:00.000000,2025-07-08 01:00:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001507,AV2001507,2025-07-08 00:19:00.000000,2025-07-08 01:49:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1000017,AV2000017,2025-07-08 04:43:15.942518,2025-07-09 07:10:15,Línea 3,Túnel de frío,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1000294,AV2000294,2025-07-08 04:57:39.347025,2025-07-09 00:25:39,Línea 3,Cortadora,Ajuste y Calibración,Limpieza profunda de componentes y verificación de aislamientos eléctricos.,Preventivo,MEC_01,Sistema Automático
OT1000290,AV2000290,2025-07-08 05:51:58.532171,2025-07-08 16:18:58,Línea 1 - Galletas soda,Robot paletizador,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001506,AV2001506,2025-07-08 14:00:00.000000,2025-07-08 15:35:00,Línea 4 - Alfajores,Robot paletizador,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001508,AV2001508,2025-07-09 01:53:00.000000,2025-07-09 03:34:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001510,AV2001510,2025-07-09 07:45:00.000000,2025-07-09 08:57:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001509,AV2001509,2025-07-09 16:25:00.000000,2025-07-09 17:35:00,Línea 4 - Alfajores,Inyectora - Formadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001511,AV2001511,2025-07-10 11:20:00.000000,2025-07-10 13:13:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000129,AV2000129,2025-07-10 11:21:29.048197,2025-07-11 00:47:29,Línea 5 - Galleta exportada,Agrupado,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001512,AV2001512,2025-07-11 01:28:00.000000,2025-07-11 01:38:00,Línea 4 - Alfajores,Inyectora - Formadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000107,AV2000107,2025-07-11 06:02:33.239211,2025-07-12 19:21:33,Línea 5 - Galleta exportada,Cookie Capper,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1000003,AV2000003,2025-07-11 11:04:24.593872,2025-07-12 11:33:24,Línea 3,Bañadora,Inspección de Rutina,Cambio de filtros y revisión de parámetros de operación estándar.,Preventivo,MEC_01,Sistema Automático
OT1001513,AV2001513,2025-07-11 18:55:00.000000,2025-07-11 20:31:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001514,AV2001514,2025-07-12 19:07:00.000000,2025-07-12 20:07:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001518,AV2001518,2025-07-13 02:44:00.000000,2025-07-13 03:49:00,Línea 4 - Alfajores,Bañadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001517,AV2001517,2025-07-13 03:07:00.000000,2025-07-13 04:39:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000206,AV2000206,2025-07-13 06:10:10.732806,2025-07-15 00:49:10,Línea 5 - Galleta exportada,Robot empaquetador,Mantenimiento Preventivo Programado,Se realizó la inspección visual y lubricación de partes móviles según plan de mantenimiento.,Preventivo,MEC_01,Sistema Automático
OT1001515,AV2001515,2025-07-13 10:15:00.000000,2025-07-13 10:54:00,Línea 4 - Alfajores,Buffer,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001516,AV2001516,2025-07-13 14:50:00.000000,2025-07-13 15:28:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000361,AV2000361,2025-07-14 00:00:00.000000,2025-07-18 08:16:00,Línea 3,Túnel de frío,Fallo en ventilador del condensador,Motor de ventilador quemado (fase a tierra). Se instaló motor nuevo.,Correctivo,MEC_01,Sistema Automático
OT1001520,AV2001520,2025-07-14 00:02:00.000000,2025-07-14 00:56:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001519,AV2001519,2025-07-14 11:49:00.000000,2025-07-14 13:31:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000362,AV2000362,2025-07-15 00:00:00.000000,2025-07-17 04:45:00,Línea 3,Túnel de frío,Fuga de refrigerante,Pérdida de rendimiento por microfuga en línea de líquido. Se soldó y se recargó R-404a.,Correctivo,MEC_01,Sistema Automático
OT1001523,AV2001523,2025-07-15 02:33:00.000000,2025-07-15 02:58:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001521,AV2001521,2025-07-15 07:40:00.000000,2025-07-15 08:29:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001522,AV2001522,2025-07-15 11:21:00.000000,2025-07-15 11:49:00,Línea 4 - Alfajores,Robot paletizador,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1000314,AV2000314,2025-07-15 16:18:11.974827,2025-07-19 02:43:11,Línea 1 - Galletas soda,Horno,Problema en quemador,Quemador principal con mezcla rica. Se ajustó válvula proporcional de gas.,Correctivo,MEC_01,Sistema Automático
OT1001524,AV2001524,2025-07-16 05:43:00.000000,2025-07-16 05:53:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000225,AV2000225,2025-07-17 14:18:00.994612,2025-07-18 21:32:00,Línea 3,Bañadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001525,AV2001525,2025-07-17 22:58:00.000000,2025-07-17 23:54:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001526,AV2001526,2025-07-18 07:50:00.000000,2025-07-18 09:05:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001527,AV2001527,2025-07-18 12:09:00.000000,2025-07-18 13:50:00,Línea 4 - Alfajores,Bañadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001528,AV2001528,2025-07-18 18:21:00.000000,2025-07-18 20:04:00,Línea 4 - Alfajores,Envasadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001529,AV2001529,2025-07-18 19:35:00.000000,2025-07-18 20:22:00,Línea 4 - Alfajores,Bañadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1000069,AV2000069,2025-07-19 08:14:08.257920,2025-07-20 08:00:08,Línea 3,Cortadora,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001531,AV2001531,2025-07-19 09:17:00.000000,2025-07-19 10:29:00,Línea 4 - Alfajores,Inyectora - Formadora,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001533,AV2001533,2025-07-19 16:50:00.000000,2025-07-19 17:03:00,Línea 4 - Alfajores,Túnel de frío,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001532,AV2001532,2025-07-19 20:16:00.000000,2025-07-19 20:26:00,Línea 4 - Alfajores,Túnel de frío,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001530,AV2001530,2025-07-19 20:48:00.000000,2025-07-19 21:05:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001534,AV2001534,2025-07-20 02:00:00.000000,2025-07-20 02:38:00,Línea 4 - Alfajores,Robot paletizador,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001535,AV2001535,2025-07-20 12:55:00.000000,2025-07-20 13:59:00,Línea 4 - Alfajores,Buffer,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001536,AV2001536,2025-07-20 13:02:00.000000,2025-07-20 14:54:00,Línea 4 - Alfajores,Túnel de frío,Atasco menor de producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,Operacional,MEC_01,Sistema Automático
OT1001538,AV2001538,2025-07-21 00:20:00.000000,2025-07-21 00:32:00,Línea 4 - Alfajores,Bañadora,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1000149,AV2000149,2025-07-21 02:03:26.229504,2025-07-21 23:22:26,Línea 2 - Galleta tipo oblea,Túnel de frío N°2,Cambio de Consumibles,Ajuste de tensiones y calibración de sensores ópticos.,Preventivo,MEC_01,Sistema Automático
OT1001539,AV2001539,2025-07-21 03:36:00.000000,2025-07-21 03:55:00,Línea 4 - Alfajores,Envasadora,Reinicio de ciclo,"Micro-paro sin intervención mecánica mayor, equipo reseteado desde HMI.",Operacional,MEC_01,Sistema Automático
OT1001537,AV2001537,2025-07-21 06:18:00.000000,2025-07-21 07:41:00,Línea 4 - Alfajores,Buffer,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
OT1001540,AV2001540,2025-07-21 06:48:00.000000,2025-07-21 08:20:00,Línea 4 - Alfajores,Robot paletizador,Fallo de sensor temporal,Paro menor por desalineación de material. Ajuste rápido realizado.,Operacional,MEC_01,Sistema Automático
OT1001541,AV2001541,2025-07-22 02:35:00.000000,2025-07-22 04:34:00,Línea 4 - Alfajores,Inyectora - Formadora,Micro-paro operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",Operacional,MEC_01,Sistema Automático
