AUFNR,QMNUM,GSTRP,GLTRP,TPLNR,EQUNR,QMTXT,LTXTAUFK,AUART,ARBPL,ERNAM
4001418,20001418,2025-06-06 05:15:00+00:00,2025-06-06 06:40:00+0000,PGS-PR-LA4-BAN01,10004001,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SUP_LINEA
4001420,20001420,2025-06-06 12:45:00+00:00,2025-06-06 14:30:00+0000,PGS-PR-LA4-INY01,10004004,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,RFC_PM
4001417,20001417,2025-06-06 12:46:00+00:00,2025-06-06 14:54:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO PROD,ok,PM03,OPR-TURNO,SUP_LINEA
4000131,20000131,2025-06-06 16:41:32+00:00,2025-06-08 05:04:32+0000,PGS-PR-LA5-REM01,10005003,Ajuste/Calibracion,Limpieza profunda de componentes y verificacion de aislamientos eléctricos.,PM02,ELE-PREV,SYS_IIOT
4001419,20001419,2025-06-06 17:12:00+00:00,2025-06-06 18:34:00+0000,PGS-PR-LA4-BAN01,10004001,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,RFC_PM
4001421,20001421,2025-06-07 01:27:00+00:00,2025-06-07 02:40:00+0000,PGS-PR-LA4-BAN01,10004001,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,RFC_PM
4001422,20001422,2025-06-07 21:52:00+00:00,2025-06-07 23:35:00+0000,PGS-PR-LA4-BAN01,10004001,atasco producto,revisar en prox turno,PM03,SUP-LINEA,RFC_PM
4001426,20001426,2025-06-08 02:55:00+00:00,2025-06-08 05:04:00+0000,PGS-PR-LA4-TDF01,10004005,Atasco - producto,idem anterior,PM03,OPR-TURNO,OPR_T3
4001425,20001425,2025-06-08 06:14:00+00:00,2025-06-08 08:59:00+0000,PGS-PR-LA4-TDF01,10004005,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_IIOT
4001424,20001424,2025-06-08 12:05:00+00:00,2025-06-08 14:19:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,BAT_USER
4001423,20001423,2025-06-08 13:25:00+00:00,2025-06-08 15:35:00+0000,PGS-PR-LA4-INY01,10004004,MICRO PARO OPER.,Se normalizo. OK,PM03,OPR-TURNO,SUP_LINEA
4001427,20001427,2025-06-09 18:10:00+00:00,2025-06-09 20:24:00+0000,PGS-PR-LA4-ENV01,10004003,MICRO PARO OPER.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,RFC_PM
4001429,20001429,2025-06-10 05:14:00+00:00,2025-06-10 06:55:00+0000,PGS-PR-LA4-INY01,10004004,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_SCADA
4001428,20001428,2025-06-10 16:52:00+00:00,2025-06-10 18:59:00+0000,PGS-PR-LA4-RPL01,10004006,Micro paro - operativo,idem anterior,PM03,OPR-TURNO,SYS_SCADA
4001430,20001430,2025-06-11 06:47:00+00:00,2025-06-11 08:55:00+0000,PGS-PR-LA4-RPL01,10004006,atasco menor,idem anterior,PM03,OPR-TURNO,RFC_PM
4001432,20001432,2025-06-11 09:23:00+00:00,2025-06-11 11:39:00+0000,PGS-PR-LA4-INY01,10004004,Atasco - producto,sin observaciones,PM03,SUP-LINEA,SYS_IIOT
4001431,20001431,2025-06-11 09:50:00+00:00,2025-06-11 12:16:00+0000,PGS-PR-LA4-ENV01,10004003,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,OPR_T3
4001433,20001433,2025-06-11 16:31:00+00:00,2025-06-11 18:54:00+0000,PGS-PR-LA4-TDF01,10004005,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,BAT_USER
4001437,20001437,2025-06-12 02:10:00+00:00,2025-06-12 04:32:00+0000,PGS-PR-LA4-TDF01,10004005,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_SCADA
4001435,20001435,2025-06-12 07:18:00+00:00,2025-06-12 08:27:00+0000,PGS-PR-LA4-BAN01,10004001,Micro paro - operativo,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,OPR-TURNO,BAT_USER
4001436,20001436,2025-06-12 08:51:00+00:00,2025-06-12 10:43:00+0000,PGS-PR-LA4-RPL01,10004006,MICRO PARO OPER.,sin observaciones,PM03,OPR-TURNO,BAT_USER
4001434,20001434,2025-06-12 22:26:00+00:00,2025-06-13 00:11:00+0000,PGS-PR-LA4-RPL01,10004006,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T2
4001438,20001438,2025-06-13 06:53:00+00:00,2025-06-13 08:59:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO L4,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,RFC_PM
4001439,20001439,2025-06-13 23:36:00+00:00,2025-06-14 02:02:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO MENOR PROD.,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,OPR_T3
4001443,20001443,2025-06-14 06:54:00+00:00,2025-06-14 08:44:00+0000,PGS-PR-LA4-RPL01,10004006,MICRO PARO,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,SUP-LINEA,SYS_SCADA
4001442,20001442,2025-06-14 10:02:00+00:00,2025-06-14 12:59:00+0000,PGS-PR-LA4-ENV01,10004003,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,SYS_SCADA
4001440,20001440,2025-06-14 10:41:00+00:00,2025-06-14 12:37:00+0000,PGS-PR-LA4-TDF01,10004005,MICRO PARO OPER.,MICRO PARO OPER.. resuelto,PM03,OPR-TURNO,RFC_PM
4001441,20001441,2025-06-14 14:25:00+00:00,2025-06-14 16:39:00+0000,PGS-PR-LA4-ENV01,10004003,reinicio,reinicio - sin novedad,PM03,SUP-LINEA,OPR_T2
4001446,20001446,2025-06-15 00:47:00+00:00,2025-06-15 03:10:00+0000,PGS-PR-LA4-ENV01,10004003,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,RFC_PM
4001444,20001444,2025-06-15 04:55:00+00:00,2025-06-15 07:08:00+0000,PGS-PR-LA4-TDF01,10004005,SENSOR FALLA,ok,PM03,SUP-LINEA,SYS_SCADA
4001445,20001445,2025-06-15 09:17:00+00:00,2025-06-15 12:08:00+0000,PGS-PR-LA4-ENV01,10004003,ATASCO PROD,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,SYS_IIOT
4000166,20000166,2025-06-15 21:17:39+00:00,2025-06-19 20:26:39+0000,PGS-PR-LA3-DST01,10009001,INSP. RUTINA,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,INSP-GEN,SYS_IIOT
4001449,20001449,2025-06-16 03:32:00+00:00,2025-06-16 05:26:00+0000,PGS-PR-LA4-INY01,10004004,m.paro oper,idem anterior,PM03,OPR-TURNO,SUP_LINEA
4001447,20001447,2025-06-16 19:44:00+00:00,2025-06-16 22:17:00+0000,PGS-PR-LA4-TDF01,10004005,Falla sens. prox,revisar en prox turno,PM03,SUP-LINEA,SYS_IIOT
4001448,20001448,2025-06-16 23:22:00+00:00,2025-06-17 01:00:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4001451,20001451,2025-06-17 08:07:00+00:00,2025-06-17 09:45:00+0000,PGS-PR-LA4-INY01,10004004,ATSC PRODUCTO,ok,PM03,OPR-TURNO,SYS_SCADA
4001450,20001450,2025-06-17 08:17:00+00:00,2025-06-17 10:26:00+0000,PGS-PR-LA4-RPL01,10004006,ATSC PRODUCTO,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,OPR_T1
4001452,20001452,2025-06-17 11:14:00+00:00,2025-06-17 13:13:00+0000,PGS-PR-LA4-ENV01,10004003,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4001454,20001454,2025-06-18 02:48:00+00:00,2025-06-18 05:31:00+0000,PGS-PR-LA4-BUF01,10004002,FALLA SENS. OPTICO,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,BAT_USER
4001456,20001456,2025-06-18 07:00:00+00:00,2025-06-18 09:04:00+0000,PGS-PR-LA4-INY01,10004004,Atasco - producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,BAT_USER
4001455,20001455,2025-06-18 07:32:00+00:00,2025-06-18 09:06:00+0000,PGS-PR-LA4-BAN01,10004001,Atasco - producto,"Intervencion rapida, sin repuestos",PM03,OPR-TURNO,OPR_T3
4001453,20001453,2025-06-18 13:52:00+00:00,2025-06-18 15:33:00+0000,PGS-PR-LA4-INY01,10004004,fallo sensor temp,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,SUP-LINEA,RFC_PM
4000159,20000159,2025-06-19 05:44:01+00:00,2025-06-19 07:45:01+0000,PGS-PR-LA1-ENV01,10004003,CAMBIO CONSUM.,Ajuste de tensiones y calibracion de sensores opticos.,PM02,INSP-GEN,RPEREZ
4001458,20001458,2025-06-19 06:07:00+00:00,2025-06-19 09:08:00+0000,PGS-PR-LA4-BUF01,10004002,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,RFC_PM
4001457,20001457,2025-06-19 09:16:00+00:00,2025-06-19 10:51:00+0000,PGS-PR-LA4-BAN01,10004001,Micro paro - operativo,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,RFC_PM
4001459,20001459,2025-06-19 20:28:00+00:00,2025-06-19 23:02:00+0000,PGS-PR-LA4-ENV01,10004003,FALLA DE SENSOR,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,SYS_IIOT
4001460,20001460,2025-06-20 11:09:00+00:00,2025-06-20 13:01:00+0000,PGS-PR-LA4-INY01,10004004,reinicio,revisar en prox turno,PM03,OPR-TURNO,OPR_T2
4001461,20001461,2025-06-20 18:20:00+00:00,2025-06-20 20:24:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio de ciclo HMI,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,RFC_PM
4000360,20000360,2025-06-21 00:00:00+00:00,2025-06-21 02:04:00+0000,PGS-PR-LA3-TDF01,10004005,FALLO VENT. CONDENSADOR,Motor de ventilador quemado (fase a tierra). Se instaló motor nuevo.,PM01,TURNO-A,LGOMEZ
4000208,20000208,2025-06-21 06:57:04+00:00,2025-06-23 00:41:04+0000,PGS-PR-LA5-REM01,10005003,MTTO PREVENTIVO,Se normalizo. OK,PM02,ELE-PREV,SYS_IIOT
4000228,20000228,2025-06-21 13:40:24+00:00,2025-06-21 16:32:24+0000,PGS-PR-LA4-ENV01,10004003,CAMBIO CONSUM,Ajuste de tensiones y calibracion de sensores opticos.,PM02,INSP-GEN,BAT_USER
4001464,20001464,2025-06-21 15:28:00+00:00,2025-06-21 17:21:00+0000,PGS-PR-LA4-TDF01,10004005,Atasco - producto,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,OPR-TURNO,SUP_LINEA
4001462,20001462,2025-06-21 20:24:00+00:00,2025-06-21 22:41:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4001463,20001463,2025-06-21 20:36:00+00:00,2025-06-21 21:53:00+0000,PGS-PR-LA4-BAN01,10004001,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_IIOT
4001468,20001468,2025-06-22 03:43:00+00:00,2025-06-22 05:56:00+0000,PGS-PR-LA4-INY01,10004004,FALLA DE SENSOR,revisar en prox turno,PM03,SUP-LINEA,RFC_PM
4001465,20001465,2025-06-22 08:56:00+00:00,2025-06-22 11:41:00+0000,PGS-PR-LA4-BUF01,10004002,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,RFC_PM
4001467,20001467,2025-06-22 16:20:00+00:00,2025-06-22 17:52:00+0000,PGS-PR-LA4-BAN01,10004001,FALLO SENS TEMP,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,SYS_IIOT
4001466,20001466,2025-06-22 21:10:00+00:00,2025-06-22 23:23:00+0000,PGS-PR-LA4-ENV01,10004003,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_IIOT
4000002,20000002,2025-06-23 03:33:58+00:00,2025-06-24 15:27:58+0000,PGS-PR-LA5-REM01,10005003,AJ. Y CALIBRACION,LIMPIEZA PROFUNDA DE COMPONENTES Y VERIFICACIÓN DE AISLAMIENTOS ELÉCTRICOS.,PM02,INSP-GEN,MRODRIG
4001470,20001470,2025-06-23 07:05:00+00:00,2025-06-23 10:36:00+0000,PGS-PR-LA4-BUF01,10004002,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,BAT_USER
4001469,20001469,2025-06-23 19:57:00+00:00,2025-06-23 21:09:00+0000,PGS-PR-LA4-BAN01,10004001,ATSC PRODUCTO,ATSC PRODUCTO - sin novedad,PM03,SUP-LINEA,SYS_SCADA
4001471,20001471,2025-06-23 22:25:00+00:00,2025-06-24 01:07:00+0000,PGS-PR-LA4-BUF01,10004002,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_SCADA
4001472,20001472,2025-06-23 23:16:00+00:00,2025-06-24 00:34:00+0000,PGS-PR-LA4-BAN01,10004001,RESET CICLO PROD,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,BAT_USER
4001473,20001473,2025-06-24 03:42:00+00:00,2025-06-24 05:18:00+0000,PGS-PR-LA4-BAN01,10004001,FALLA SENS. OPTICO,FALLA SENS. OPTICO. resuelto,PM03,OPR-TURNO,BAT_USER
4001474,20001474,2025-06-25 20:12:00+00:00,2025-06-25 22:38:00+0000,PGS-PR-LA4-ENV01,10004003,fallo sensor temp,PARO MENOR POR DESALINEACIÓN DE MATERIAL. AJUSTE RÁPIDO REALIZADO.,PM03,OPR-TURNO,RFC_PM
4000027,20000027,2025-06-25 22:43:24+00:00,2025-06-26 01:25:24+0000,PGS-PR-LA3-TDF01,10004005,Ajuste/Calibracion,Limpieza profunda de componentes y verificacion de aislamientos eléctricos.,PM02,INSP-GEN,RPEREZ
4000269,20000269,2025-06-26 07:21:13+00:00,2025-06-27 21:12:13+0000,PGS-PR-LA5-ENV01,10005002,CAMBIO CONSUM,ok,PM02,MEC-PREV,JCASTRO
4001476,20001476,2025-06-26 09:23:00+00:00,2025-06-26 11:18:00+0000,PGS-PR-LA4-TDF01,10004005,Rst. de ciclo,Ver OT anterior. Rst. de ciclo,PM03,OPR-TURNO,RFC_PM
4001475,20001475,2025-06-26 17:30:00+00:00,2025-06-26 19:09:00+0000,PGS-PR-LA4-BAN01,10004001,RESET CICLO PROD,equipo normalizado,PM03,SUP-LINEA,SUP_LINEA
4000035,20000035,2025-06-27 04:28:34+00:00,2025-06-27 05:58:34+0000,PGS-PR-LA3-BAN01,10004001,MTTO PREVENTIVO,Se realizo la inspeccion visual y lubricacion de partes móviles segun plan de mantenimiento.,PM02,MEC-PREV,MEC_01
4001477,20001477,2025-06-27 16:34:00+00:00,2025-06-27 18:44:00+0000,PGS-PR-LA4-RPL01,10004006,MICROPARO,idem anterior,PM03,OPR-TURNO,BAT_USER
4001480,20001480,2025-06-28 00:06:00+00:00,2025-06-28 02:09:00+0000,PGS-PR-LA4-TDF01,10004005,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T2
4001478,20001478,2025-06-28 02:48:00+00:00,2025-06-28 05:13:00+0000,PGS-PR-LA4-ENV01,10004003,reinicio de ciclo HMI,Se normalizo. OK,PM03,SUP-LINEA,OPR_T3
4001481,20001481,2025-06-28 02:55:00+00:00,2025-06-28 04:21:00+0000,PGS-PR-LA4-BAN01,10004001,RESET CICLO PROD,Se normalizo. OK,PM03,OPR-TURNO,SYS_SCADA
4001479,20001479,2025-06-28 20:44:00+00:00,2025-06-28 23:39:00+0000,PGS-PR-LA4-BUF01,10004002,MICRO PARO OPER.,MICRO PARO OPER. - sin novedad,PM03,SUP-LINEA,SYS_IIOT
4000222,20000222,2025-06-29 06:19:24+00:00,2025-06-29 08:29:24+0000,PGS-PR-LA4-TDF01,10004005,CAMBIO DE CONS.,Ajuste de tensiones y calibracion de sensores opticos.,PM02,MEC-PREV,RPEREZ
4001483,20001483,2025-06-29 18:19:00+00:00,2025-06-29 20:10:00+0000,PGS-PR-LA4-RPL01,10004006,Falla sens. prox,Falla sens. prox. resuelto,PM03,SUP-LINEA,OPR_T1
4001482,20001482,2025-06-29 20:43:00+00:00,2025-06-29 23:17:00+0000,PGS-PR-LA4-TDF01,10004005,FALLA SENS. OPTICO,FALLA SENS. OPTICO - sin novedad,PM03,OPR-TURNO,RFC_PM
4001484,20001484,2025-06-30 04:23:00+00:00,2025-06-30 05:37:00+0000,PGS-PR-LA4-BAN01,10004001,MICRO PARO,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T2
4001485,20001485,2025-06-30 22:02:00+00:00,2025-07-01 01:29:00+0000,PGS-PR-LA4-BUF01,10004002,ATSC PRODUCTO,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_SCADA
4000094,20000094,2025-07-01 19:02:55+00:00,2025-07-01 21:30:55+0000,PGS-PR-LA5-TDF01,10004005,MTTO PREVENTIVO,Se realizo la inspeccion visual y lubricacion de partes móviles segun plan de mantenimiento.,PM02,ELE-PREV,MEC_01
4000247,20000247,2025-07-01 21:33:57+00:00,2025-07-01 23:49:57+0000,PGS-PR-LA3-TDF01,10004005,Insp. de rutina,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,MEC-PREV,MRODRIG
4001486,20001486,2025-07-01 22:39:00+00:00,2025-07-02 00:12:00+0000,PGS-PR-LA4-RPL01,10004006,SENSOR FALLA,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,SUP-LINEA,SUP_LINEA
4001488,20001488,2025-07-02 03:53:00+00:00,2025-07-02 05:04:00+0000,PGS-PR-LA4-BAN01,10004001,reinicio,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,SYS_IIOT
4001489,20001489,2025-07-02 11:39:00+00:00,2025-07-02 14:14:00+0000,PGS-PR-LA4-TDF01,10004005,micro-paro linea,Se normalizo. OK,PM03,SUP-LINEA,SUP_LINEA
4001490,20001490,2025-07-02 13:41:00+00:00,2025-07-02 17:05:00+0000,PGS-PR-LA4-BUF01,10004002,fallo sensor temp,Paro menor por desalineación de material. Ajuste rápido realizado.,PM03,OPR-TURNO,OPR_T3
4001487,20001487,2025-07-02 14:53:00+00:00,2025-07-02 17:30:00+0000,PGS-PR-LA4-BUF01,10004002,MICROPARO,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,OPR-TURNO,SYS_SCADA
4001491,20001491,2025-07-03 10:50:00+00:00,2025-07-03 12:32:00+0000,PGS-PR-LA4-INY01,10004004,reinicio de ciclo HMI,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,RFC_PM
4001492,20001492,2025-07-04 00:02:00+00:00,2025-07-04 02:29:00+0000,PGS-PR-LA4-TDF01,10004005,atasco producto,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4001495,20001495,2025-07-04 07:30:00+00:00,2025-07-04 08:43:00+0000,PGS-PR-LA4-BAN01,10004001,atasco menor,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_IIOT
4001494,20001494,2025-07-04 20:15:00+00:00,2025-07-04 23:36:00+0000,PGS-PR-LA4-BUF01,10004002,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,OPR-TURNO,OPR_T2
4001493,20001493,2025-07-04 22:56:00+00:00,2025-07-05 01:53:00+0000,PGS-PR-LA4-BUF01,10004002,MICRO PARO OPER.,ok,PM03,OPR-TURNO,SYS_SCADA
4001499,20001499,2025-07-05 04:49:00+00:00,2025-07-05 07:09:00+0000,PGS-PR-LA4-INY01,10004004,micro-paro linea,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,BAT_USER
4001497,20001497,2025-07-05 05:03:00+00:00,2025-07-05 07:29:00+0000,PGS-PR-LA4-ENV01,10004003,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,SUP-LINEA,SYS_SCADA
4000291,20000291,2025-07-05 05:12:28+00:00,2025-07-16 23:10:28+0000,PGS-PR-LA1-MZC01,10003003,CALIB. Y AJUSTE,Limpieza profunda de componentes y verificacion de aislamientos eléctricos.,PM02,ELE-PREV,RFC_PM
4001496,20001496,2025-07-05 14:43:00+00:00,2025-07-05 17:18:00+0000,PGS-PR-LA4-ENV01,10004003,micro paro op.,"Atasco de producto en la línea, resuelto por el operario de turno en pocos minutos.",PM03,OPR-TURNO,OPR_T2
4001498,20001498,2025-07-05 15:48:00+00:00,2025-07-05 18:46:00+0000,PGS-PR-LA4-BUF01,10004002,micro-paro linea,"ATASCO DE PRODUCTO EN LA LÍNEA, RESUELTO POR EL OPERARIO DE TURNO EN POCOS MINUTOS.",PM03,OPR-TURNO,RFC_PM
4000313,20000313,2025-07-06 00:06:19+00:00,2025-07-07 00:29:19+0000,PGS-PR-LA1-HRN01,10001001,Caida temp. zona,TERMOCUPLA DEFECTUOSA ENVIANDO VALORES ERRÁTICOS. REEMPLAZO Y CALIBRACIÓN EN PID.,PM01,ELE-CORR,AMARTINEZ
4000062,20000062,2025-07-06 02:41:30+00:00,2025-07-06 05:07:30+0000,PGS-PR-LA3-ENV01,10004003,Insp. de rutina,equipo normalizado,PM02,INSP-GEN,MEC_02
4000118,20000118,2025-07-06 10:54:05+00:00,2025-07-06 13:27:05+0000,PGS-PR-LA4-BUF01,10004002,prev. programado,Se realizo la inspeccion visual y lubricacion de partes móviles segun plan de mantenimiento.,PM02,INSP-GEN,RPEREZ
4001500,20001500,2025-07-06 19:36:00+00:00,2025-07-06 22:05:00+0000,PGS-PR-LA4-BUF01,10004002,RST CICLO,revisar en prox turno,PM03,SUP-LINEA,OPR_T3
4001501,20001501,2025-07-06 21:19:00+00:00,2025-07-06 23:07:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,OPR_T2
4001503,20001503,2025-07-07 02:53:00+00:00,2025-07-07 06:09:00+0000,PGS-PR-LA4-BUF01,10004002,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,OPR_T2
4001502,20001502,2025-07-07 06:34:00+00:00,2025-07-07 08:59:00+0000,PGS-PR-LA4-ENV01,10004003,Micro paro - operativo,revisar en prox turno,PM03,OPR-TURNO,SYS_SCADA
4001505,20001505,2025-07-07 10:31:00+00:00,2025-07-07 11:48:00+0000,PGS-PR-LA4-BAN01,10004001,ATASCO MENOR PROD.,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_IIOT
4001504,20001504,2025-07-07 23:40:00+00:00,2025-07-08 01:46:00+0000,PGS-PR-LA4-RPL01,10004006,Atasco - producto,SENSOR DE PROXIMIDAD SUCIO. SE LIMPIÓ Y SE REINICIÓ LA MARCHA.,PM03,SUP-LINEA,BAT_USER
4001507,20001507,2025-07-08 00:19:00+00:00,2025-07-08 03:02:00+0000,PGS-PR-LA4-TDF01,10004005,ATASCO PROD,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,OPR-TURNO,SYS_IIOT
4000017,20000017,2025-07-08 04:43:15+00:00,2025-07-08 07:21:15+0000,PGS-PR-LA3-TDF01,10004005,Cmb. Consumibles,Cmb. Consumibles. resuelto,PM02,MEC-PREV,AMARTINEZ
4000294,20000294,2025-07-08 04:57:39+00:00,2025-07-12 00:30:39+0000,PGS-PR-LA3-CRT01,10002003,Ajuste/Calibracion,idem anterior,PM02,MEC-PREV,FDIAZ
4000290,20000290,2025-07-08 05:51:58+00:00,2025-07-08 08:02:58+0000,PGS-PR-LA1-RPL01,10004006,INSP. RUTINA,Cambio de filtros y revisión de parametros de operacion estandar.,PM02,MEC-PREV,MEC_03
4001506,20001506,2025-07-08 14:00:00+00:00,2025-07-08 15:39:00+0000,PGS-PR-LA4-RPL01,10004006,ATASCO L4,Sensor de proximidad sucio. Se limpió y se reinició la marcha.,PM03,SUP-LINEA,SYS_SCADA
4001508,20001508,2025-07-09 01:53:00+00:00,2025-07-09 04:20:00+0000,PGS-PR-LA4-ENV01,10004003,m.paro oper,equipo normalizado,PM03,SUP-LINEA,BAT_USER
4001510,20001510,2025-07-09 07:45:00+00:00,2025-07-09 09:24:00+0000,PGS-PR-LA4-INY01,10004004,Rst. de ciclo,revisar en prox turno,PM03,OPR-TURNO,RFC_PM
4001509,20001509,2025-07-09 16:25:00+00:00,2025-07-09 18:16:00+0000,PGS-PR-LA4-INY01,10004004,Rst. de ciclo,"MICRO-PARO SIN INTERVENCIÓN MECÁNICA MAYOR, EQUIPO RESETEADO DESDE HMI.",PM03,OPR-TURNO,RFC_PM
4001511,20001511,2025-07-10 11:20:00+00:00,2025-07-10 12:41:00+0000,PGS-PR-LA4-BAN01,10004001,RST CICLO,"Micro-paro sin intervencion mecánica mayor, equipo reseteado desde HMI.",PM03,SUP-LINEA,BAT_USER
4000129,20000129,2025-07-10 11:21:29+00:00,2025-07-11 14:37:29+0000,PGS-PR-LA5-AGR01,10009003,MANTT PREVENTIVO PROG,sin observaciones,PM02,INSP-GEN,AMARTINEZ
4001512,20001512,2025-07-11 01:28:00+00:00,2025-07-11 03:43:00+0000,PGS-PR-LA4-INY01,10004004,Falla sens. prox,sin observaciones,PM03,OPR-TURNO,SYS_IIOT
